transaction_id,timestamp,sender_id,receiver_id,transaction_type,merchant_category,amount,status,city,device_type,is_fraud
TXN100200,2025-04-18 14:14:26,USR11958,MER1453,Wallet,Bill Payment,541.87,Success,Delhi,Android,0
TXN105170,2025-04-18 14:15:52,USR16427,MER1167,Card,Recharge,95.48,Success,Pune,Android,0
TXN106167,2025-04-18 14:22:29,USR12592,MER1293,Wallet,Entertainment,761.81,Success,Chennai,Android,0
TXN114722,2025-04-18 14:35:16,USR10211,MER1304,UPI,Food Delivery,114.35,Success,Chennai,Android,0
TXN115292,2025-04-18 15:01:23,USR16584,MER1093,Card,Bill Payment,580.77,Success,Kolkata,Android,0
TXN104949,2025-04-18 15:06:11,USR16955,MER1063,Card,Recharge,125.53,Success,Pune,Web,0
TXN107547,2025-04-18 15:51:35,USR10415,USR18455,Wallet,P2P Transfer,1154.01,Success,Jaipur,Android,0
TXN124033,2025-04-18 16:12:09,USR15972,USR16205,UPI,P2P Transfer,1796.52,Success,Bengaluru,iOS,0
TXN107648,2025-04-18 16:14:06,USR17071,MER1233,Netbanking,Entertainment,115.19,Success,Kolkata,iOS,0
TXN104614,2025-04-18 16:25:47,USR16343,MER1038,Wallet,Fuel,324.89,Success,Hyderabad,Android,0
TXN108990,2025-04-18 16:39:06,USR11082,MER1232,Wallet,Travel,284.39,Success,Jaipur,iOS,0
TXN113536,2025-04-18 16:41:26,USR16573,USR13736,UPI,P2P Transfer,1192.87,Success,Lucknow,Web,0
TXN111219,2025-04-18 17:07:30,USR18732,MER1210,UPI,Travel,1487.0,Success,Hyderabad,Android,0
TXN119485,2025-04-18 17:33:51,USR13190,MER1391,UPI,Shopping,122.05,Success,Kolkata,Android,0
TXN109804,2025-04-18 17:47:34,USR11993,MER1268,Card,Grocery,124.88,Success,Chennai,Web,0
TXN108349,2025-04-18 17:50:34,USR18284,MER1173,UPI,Fuel,607.48,Success,Ahmedabad,iOS,0
TXN113098,2025-04-18 18:21:30,USR18433,MER1035,Wallet,Entertainment,70.76,Success,Lucknow,iOS,0
TXN103574,2025-04-18 18:32:21,USR16517,MER1040,UPI,Fuel,735.83,Success,Mumbai,Android,0
TXN118527,2025-04-18 18:32:26,USR10136,MER1430,UPI,Insurance,853.14,Success,Lucknow,iOS,0
TXN110458,2025-04-18 18:34:24,USR10631,MER1312,UPI,Bill Payment,226.98,Success,Mumbai,Web,0
TXN124899,2025-04-18 19:06:03,USR11143,MER1343,Card,Insurance,806.06,Success,Hyderabad,Android,0
TXN106112,2025-04-18 19:24:24,USR10962,MER1487,UPI,Food Delivery,308.64,Success,Kolkata,Android,0
TXN121961,2025-04-18 19:38:40,USR19483,MER1013,UPI,Insurance,460.0,Success,Chennai,Web,0
TXN110721,2025-04-18 19:42:32,USR11005,MER1371,Card,Fuel,966.74,Success,Jaipur,Android,0
TXN115545,2025-04-18 19:46:55,USR13076,MER1349,Card,Shopping,444.66,Success,Mumbai,iOS,0
TXN100947,2025-04-18 19:49:13,USR17664,MER1097,UPI,Bill Payment,242.99,Success,Lucknow,Android,0
TXN114517,2025-04-18 20:29:32,USR18605,USR13707,Card,P2P Transfer,3913.52,Success,Jaipur,iOS,0
TXN111420,2025-04-18 20:36:04,USR17620,MER1355,UPI,Shopping,398.59,Success,Ahmedabad,Android,0
TXN121963,2025-04-18 20:38:55,USR13109,MER1418,UPI,Food Delivery,49.64,Success,Bengaluru,Android,0
TXN111952,2025-04-18 20:58:27,USR12048,MER1259,Wallet,Recharge,117.91,Success,Ahmedabad,Android,0
TXN115584,2025-04-18 21:02:46,USR14062,MER1443,UPI,Grocery,164.53,Success,Jaipur,Android,0
TXN115059,2025-04-18 21:23:59,USR18896,MER1332,UPI,Bill Payment,255.24,Success,Jaipur,iOS,0
TXN116312,2025-04-18 21:27:04,USR10589,MER1261,Card,Grocery,170.78,Success,Jaipur,iOS,0
TXN116268,2025-04-18 21:42:40,USR12989,MER1410,UPI,Insurance,98.12,Success,Jaipur,Android,0
TXN112609,2025-04-18 21:48:49,USR15556,MER1046,Netbanking,Recharge,400.37,Success,Kolkata,Android,0
TXN105746,2025-04-18 21:49:06,USR16973,MER1010,UPI,Bill Payment,572.3,Success,Hyderabad,iOS,0
TXN103030,2025-04-18 22:32:54,USR19643,MER1203,Wallet,Shopping,319.55,Success,Ahmedabad,Android,0
TXN103532,2025-04-18 22:37:17,USR18800,MER1291,UPI,Shopping,352.85,Success,Jaipur,Android,0
TXN110277,2025-04-18 22:45:14,USR19658,USR11388,Card,P2P Transfer,1688.85,Success,Ahmedabad,Android,0
TXN104648,2025-04-18 23:03:34,USR10772,MER1211,Card,Travel,1993.32,Success,Jaipur,Android,0
TXN118593,2025-04-18 23:42:37,USR13383,MER1487,Wallet,Bill Payment,287.84,Success,Hyderabad,Android,0
TXN119888,2025-04-19 00:49:12,USR15824,MER1122,UPI,Food Delivery,167.04,Success,Mumbai,Android,0
TXN105126,2025-04-19 02:11:41,USR18598,USR17165,UPI,P2P Transfer,2396.04,Success,Bengaluru,Android,0
TXN113472,2025-04-19 06:28:37,USR14999,MER1203,Card,Food Delivery,222.64,Success,Ahmedabad,Android,0
TXN108692,2025-04-19 07:08:46,USR10705,MER1105,UPI,Fuel,199.02,Success,Lucknow,iOS,0
TXN119154,2025-04-19 07:39:52,USR17440,MER1482,UPI,Bill Payment,436.44,Success,Ahmedabad,iOS,0
TXN106661,2025-04-19 07:42:36,USR12831,USR12552,UPI,P2P Transfer,545.77,Failed,Jaipur,iOS,0
TXN107803,2025-04-19 07:53:30,USR19220,MER1193,Wallet,Shopping,1030.19,Success,Jaipur,Android,0
TXN117250,2025-04-19 08:02:42,USR17260,MER1352,UPI,Bill Payment,216.92,Success,Delhi,Android,0
TXN112723,2025-04-19 08:17:13,USR14733,MER1488,UPI,Grocery,259.18,Success,Bengaluru,Android,0
TXN110676,2025-04-19 08:17:21,USR11822,MER1128,UPI,Food Delivery,215.85,Success,Jaipur,Android,0
TXN105894,2025-04-19 08:30:13,USR15778,MER1311,UPI,Insurance,296.61,Success,Lucknow,iOS,0
TXN121161,2025-04-19 08:39:00,USR17816,MER1249,UPI,Insurance,361.23,Success,Delhi,Android,0
TXN100654,2025-04-19 08:43:21,USR17741,MER1497,Card,Insurance,254.28,Success,Lucknow,Android,0
TXN115948,2025-04-19 08:48:06,USR14716,MER1071,Wallet,Shopping,1822.22,Failed,Mumbai,Android,0
TXN105705,2025-04-19 09:28:43,USR14633,USR10175,Wallet,P2P Transfer,494.79,Success,Jaipur,Android,0
TXN114799,2025-04-19 09:44:38,USR12310,MER1287,UPI,Shopping,2864.31,Success,Lucknow,Android,0
TXN110543,2025-04-19 09:46:25,USR15547,MER1281,Wallet,Shopping,207.67,Success,Chennai,Android,0
TXN100226,2025-04-19 09:48:20,USR16626,MER1396,UPI,Shopping,1029.64,Success,Kolkata,Android,0
TXN100921,2025-04-19 09:53:33,USR15622,MER1146,Netbanking,Shopping,135.87,Success,Pune,iOS,0
TXN112667,2025-04-19 10:41:13,USR12255,MER1389,Card,Insurance,758.75,Success,Pune,Android,0
TXN112481,2025-04-19 10:43:54,USR13045,USR12735,UPI,P2P Transfer,3331.34,Success,Pune,iOS,0
TXN103807,2025-04-19 11:31:27,USR17121,MER1180,UPI,Insurance,482.51,Success,Jaipur,Android,0
TXN115128,2025-04-19 11:34:45,USR19611,MER1297,UPI,Fuel,446.47,Success,Delhi,Android,0
TXN104530,2025-04-19 11:42:56,USR10493,MER1433,Card,Food Delivery,52.29,Success,Mumbai,Android,0
TXN104314,2025-04-19 12:10:23,USR19558,MER1331,Wallet,Food Delivery,479.63,Success,Delhi,Android,0
TXN112644,2025-04-19 12:26:18,USR19750,MER1242,Wallet,Fuel,164.23,Success,Bengaluru,Android,0
TXN115928,2025-04-19 12:44:42,USR16392,MER1173,UPI,Grocery,260.3,Success,Mumbai,iOS,0
TXN117380,2025-04-19 12:48:46,USR12208,MER1387,UPI,Bill Payment,273.62,Success,Chennai,Android,0
TXN105019,2025-04-19 13:13:37,USR11864,MER1396,UPI,Insurance,159.82,Success,Delhi,Android,0
TXN115211,2025-04-19 13:19:13,USR11908,MER1058,UPI,Fuel,291.29,Success,Kolkata,Android,0
TXN100687,2025-04-19 13:32:33,USR16107,MER1124,UPI,Shopping,248.8,Success,Delhi,Android,0
TXN120332,2025-04-19 13:35:39,USR17619,MER1026,Wallet,Entertainment,76.7,Success,Kolkata,Android,0
TXN116222,2025-04-19 13:48:36,USR12451,MER1347,UPI,Fuel,1072.85,Success,Ahmedabad,iOS,0
TXN111084,2025-04-19 13:53:50,USR13786,MER1378,UPI,Fuel,345.57,Success,Delhi,Android,0
TXN100793,2025-04-19 14:18:05,USR18401,MER1045,UPI,Shopping,17623.01,Success,Lucknow,Android,0
TXN111888,2025-04-19 14:41:14,USR19715,MER1035,Wallet,Food Delivery,340.37,Success,Mumbai,iOS,0
TXN100296,2025-04-19 15:21:40,USR16968,MER1382,Card,Insurance,1112.45,Success,Kolkata,iOS,0
TXN107395,2025-04-19 15:29:46,USR19359,MER1071,Netbanking,Entertainment,87.34,Success,Delhi,Android,0
TXN116787,2025-04-19 15:42:05,USR15053,MER1235,UPI,Entertainment,191.48,Success,Lucknow,Android,0
TXN109096,2025-04-19 15:47:48,USR18759,MER1108,Wallet,Recharge,319.2,Success,Lucknow,Android,0
TXN109571,2025-04-19 15:53:38,USR12479,MER1001,UPI,Fuel,256.74,Success,Ahmedabad,iOS,0
TXN112483,2025-04-19 15:55:13,USR16583,MER1318,UPI,Entertainment,194.51,Success,Lucknow,Android,0
TXN122730,2025-04-19 16:00:07,USR10949,MER1013,Wallet,Recharge,314.22,Success,Hyderabad,Android,0
TXN120392,2025-04-19 16:04:01,USR15961,MER1047,Wallet,Food Delivery,137.14,Success,Hyderabad,Android,0
TXN121406,2025-04-19 16:04:16,USR12423,MER1425,Card,Bill Payment,777.62,Success,Hyderabad,iOS,0
TXN124873,2025-04-19 16:17:57,USR14616,MER1105,UPI,Food Delivery,99.39,Success,Jaipur,iOS,0
TXN124901,2025-04-19 16:39:12,USR15121,USR17576,Wallet,P2P Transfer,3989.69,Success,Hyderabad,iOS,0
TXN120466,2025-04-19 17:01:10,USR16790,MER1055,Card,Insurance,398.81,Success,Chennai,Android,0
TXN124409,2025-04-19 17:30:46,USR16254,MER1334,UPI,Food Delivery,147.92,Success,Lucknow,Android,0
TXN107723,2025-04-19 17:31:25,USR12514,MER1297,UPI,Shopping,433.31,Success,Kolkata,Android,0
TXN118377,2025-04-19 17:33:35,USR18991,MER1449,UPI,Recharge,512.4,Success,Hyderabad,Web,0
TXN101978,2025-04-19 17:40:47,USR13625,MER1188,Netbanking,Travel,2072.46,Success,Chennai,Android,0
TXN120007,2025-04-19 18:32:17,USR10098,MER1416,Wallet,Fuel,495.99,Failed,Bengaluru,Android,0
TXN120690,2025-04-19 18:36:17,USR10104,MER1106,Netbanking,Entertainment,141.52,Success,Hyderabad,Android,0
TXN108763,2025-04-19 18:38:02,USR17318,MER1180,UPI,Recharge,10.81,Success,Hyderabad,Android,0
TXN123725,2025-04-19 18:38:15,USR17959,MER1203,UPI,Shopping,2501.0,Success,Mumbai,Android,1
TXN118823,2025-04-19 18:44:19,USR16513,MER1364,Netbanking,Fuel,265.93,Success,Lucknow,Android,0
TXN118192,2025-04-19 18:58:44,USR11537,MER1162,Wallet,Recharge,543.24,Success,Ahmedabad,Android,0
TXN118152,2025-04-19 19:22:43,USR13792,MER1109,Netbanking,Bill Payment,195.77,Success,Pune,Web,0
TXN105107,2025-04-19 20:02:46,USR13437,MER1452,Card,Food Delivery,105.19,Success,Ahmedabad,Android,0
TXN111953,2025-04-19 20:09:48,USR18216,MER1051,Card,Fuel,611.3,Success,Bengaluru,Android,0
TXN121126,2025-04-19 20:10:33,USR13335,MER1048,Wallet,Travel,286.33,Success,Lucknow,Android,0
TXN112908,2025-04-19 20:25:03,USR12824,MER1047,UPI,Food Delivery,385.84,Success,Jaipur,Android,0
TXN115692,2025-04-19 20:26:18,USR12040,MER1450,Netbanking,Shopping,2237.51,Success,Ahmedabad,Android,0
TXN123213,2025-04-19 20:52:57,USR18516,MER1348,UPI,Grocery,117.86,Success,Hyderabad,Android,0
TXN103025,2025-04-19 20:56:03,USR12719,MER1319,UPI,Travel,200.92,Success,Bengaluru,iOS,0
TXN105280,2025-04-19 21:31:24,USR11613,MER1464,UPI,Shopping,801.34,Success,Bengaluru,Android,0
TXN124286,2025-04-19 22:09:16,USR13422,MER1149,Netbanking,Recharge,102.38,Success,Mumbai,Android,0
TXN121492,2025-04-19 22:09:30,USR12124,MER1496,Netbanking,Entertainment,640.33,Success,Mumbai,Android,0
TXN114411,2025-04-19 22:23:03,USR15954,MER1283,UPI,Entertainment,390.01,Success,Mumbai,Android,0
TXN120834,2025-04-19 22:36:30,USR13516,MER1475,UPI,Bill Payment,617.5,Success,Lucknow,iOS,0
TXN101419,2025-04-20 05:27:22,USR19696,USR11440,Wallet,P2P Transfer,164.11,Success,Delhi,Android,0
TXN106787,2025-04-20 05:54:07,USR13482,MER1262,UPI,Entertainment,466.38,Success,Delhi,Android,0
TXN103566,2025-04-20 05:59:00,USR10211,MER1457,UPI,Food Delivery,135.63,Success,Jaipur,Android,0
TXN110881,2025-04-20 06:23:17,USR11035,MER1269,UPI,Fuel,456.39,Success,Mumbai,Android,0
TXN112302,2025-04-20 06:37:05,USR16064,MER1409,UPI,Recharge,42.1,Failed,Ahmedabad,iOS,0
TXN104930,2025-04-20 06:55:37,USR10943,MER1067,UPI,Recharge,1220.55,Success,Jaipur,Android,1
TXN102175,2025-04-20 07:30:02,USR10081,MER1445,Card,Bill Payment,624.14,Success,Hyderabad,iOS,0
TXN103863,2025-04-20 07:37:16,USR14337,MER1445,UPI,Entertainment,214.17,Success,Chennai,Android,0
TXN111788,2025-04-20 07:47:14,USR15507,MER1163,UPI,Insurance,189.37,Success,Kolkata,Android,0
TXN102525,2025-04-20 08:05:53,USR13522,MER1322,UPI,Food Delivery,459.55,Success,Delhi,iOS,0
TXN106617,2025-04-20 08:06:07,USR12752,MER1177,Card,Fuel,697.5,Success,Ahmedabad,iOS,0
TXN123093,2025-04-20 08:28:41,USR16685,USR14065,Wallet,P2P Transfer,631.27,Success,Mumbai,Android,0
TXN119696,2025-04-20 08:44:45,USR12650,MER1442,Wallet,Travel,216.81,Success,Bengaluru,iOS,0
TXN115694,2025-04-20 08:46:49,USR17157,MER1444,UPI,Food Delivery,126.92,Success,Chennai,Android,0
TXN120881,2025-04-20 09:03:21,USR13036,MER1006,UPI,Recharge,140.95,Success,Jaipur,iOS,0
TXN111619,2025-04-20 09:26:07,USR18451,MER1114,Card,Shopping,747.36,Success,Ahmedabad,Android,0
TXN124871,2025-04-20 09:49:14,USR16598,MER1403,Wallet,Grocery,290.31,Success,Mumbai,Android,0
TXN102900,2025-04-20 10:04:09,USR19594,MER1165,Card,Shopping,1739.37,Success,Delhi,Android,0
TXN103106,2025-04-20 10:14:03,USR12078,MER1173,UPI,Fuel,285.63,Success,Chennai,Android,0
TXN104177,2025-04-20 10:19:32,USR16119,USR10792,Netbanking,P2P Transfer,283.67,Success,Mumbai,iOS,0
TXN101322,2025-04-20 10:20:45,USR13032,MER1409,UPI,Travel,274.87,Success,Ahmedabad,Android,0
TXN107133,2025-04-20 10:36:26,USR12262,MER1191,UPI,Shopping,278.2,Success,Pune,iOS,0
TXN101161,2025-04-20 10:43:50,USR10569,MER1219,UPI,Insurance,1045.97,Success,Delhi,Android,0
TXN108696,2025-04-20 11:30:53,USR19449,MER1133,UPI,Recharge,97.06,Success,Jaipur,Android,0
TXN124142,2025-04-20 11:37:00,USR18073,MER1457,Netbanking,Food Delivery,49.95,Success,Delhi,iOS,0
TXN120179,2025-04-20 11:47:18,USR18679,MER1425,UPI,Fuel,598.76,Success,Bengaluru,iOS,0
TXN104326,2025-04-20 11:47:36,USR14607,MER1288,Netbanking,Insurance,441.4,Success,Hyderabad,Android,0
TXN120952,2025-04-20 12:06:41,USR15892,MER1271,UPI,Recharge,61.29,Success,Kolkata,Android,0
TXN103281,2025-04-20 12:35:22,USR13286,MER1483,Wallet,Grocery,109.66,Success,Hyderabad,Android,0
TXN100744,2025-04-20 13:18:01,USR14419,MER1280,Wallet,Food Delivery,220.26,Success,Pune,Android,0
TXN115224,2025-04-20 13:18:56,USR14631,MER1327,Netbanking,Food Delivery,227.88,Success,Bengaluru,Android,0
TXN118477,2025-04-20 13:45:37,USR14040,MER1327,UPI,Insurance,226.1,Success,Kolkata,Android,0
TXN119345,2025-04-20 14:06:13,USR19119,USR14650,Card,P2P Transfer,61.92,Success,Delhi,Web,0
TXN103841,2025-04-20 14:21:59,USR10978,MER1135,Netbanking,Travel,101.93,Success,Mumbai,Android,0
TXN106773,2025-04-20 14:22:20,USR19471,MER1153,Netbanking,Insurance,473.49,Success,Lucknow,Android,0
TXN105762,2025-04-20 14:53:15,USR18855,MER1113,Wallet,Bill Payment,474.69,Success,Jaipur,Android,0
TXN110792,2025-04-20 15:08:41,USR11396,MER1016,Card,Entertainment,402.94,Failed,Hyderabad,iOS,0
TXN123727,2025-04-20 15:20:56,USR12942,MER1024,Netbanking,Insurance,329.21,Success,Delhi,Web,0
TXN119874,2025-04-20 15:43:39,USR17407,MER1021,UPI,Bill Payment,987.92,Success,Pune,Android,0
TXN108862,2025-04-20 15:47:09,USR15252,MER1405,UPI,Grocery,200.79,Success,Chennai,Android,0
TXN110140,2025-04-20 15:50:01,USR14333,MER1463,Card,Fuel,374.97,Success,Pune,Android,0
TXN102867,2025-04-20 16:11:57,USR10988,MER1213,UPI,Food Delivery,30.28,Success,Mumbai,Android,0
TXN116433,2025-04-20 16:13:57,USR18650,MER1013,Wallet,Shopping,584.85,Success,Mumbai,iOS,0
TXN107668,2025-04-20 16:30:52,USR16708,MER1380,UPI,Bill Payment,189.03,Success,Lucknow,iOS,0
TXN109178,2025-04-20 16:38:58,USR18176,MER1074,Card,Fuel,721.74,Success,Bengaluru,Android,0
TXN113478,2025-04-20 16:51:53,USR18024,MER1012,Wallet,Entertainment,212.8,Success,Lucknow,Android,0
TXN104289,2025-04-20 17:25:13,USR11211,MER1087,UPI,Food Delivery,108.0,Success,Kolkata,Android,0
TXN111346,2025-04-20 17:42:41,USR16805,MER1496,UPI,Insurance,385.41,Success,Chennai,Android,0
TXN114381,2025-04-20 17:52:53,USR16937,MER1041,Netbanking,Food Delivery,64.79,Success,Mumbai,iOS,0
TXN113751,2025-04-20 18:26:39,USR15472,MER1068,UPI,Insurance,445.21,Success,Jaipur,iOS,1
TXN107912,2025-04-20 19:14:15,USR17696,USR17838,UPI,P2P Transfer,4413.99,Success,Chennai,Android,0
TXN111410,2025-04-20 19:18:51,USR12065,MER1400,UPI,Shopping,526.95,Success,Kolkata,Android,0
TXN116480,2025-04-20 19:24:49,USR19038,MER1305,UPI,Bill Payment,140.53,Success,Ahmedabad,Web,0
TXN119243,2025-04-20 19:28:40,USR10419,MER1302,UPI,Shopping,4523.85,Success,Jaipur,Web,0
TXN106702,2025-04-20 20:04:59,USR17117,MER1083,UPI,Travel,579.97,Success,Jaipur,Android,0
TXN109718,2025-04-20 20:27:53,USR10587,MER1478,UPI,Insurance,320.24,Success,Jaipur,Android,0
TXN117212,2025-04-20 21:04:47,USR16156,MER1017,UPI,Entertainment,71.18,Success,Mumbai,Web,0
TXN103873,2025-04-20 21:15:32,USR18394,MER1338,Card,Grocery,219.82,Success,Bengaluru,Android,0
TXN112784,2025-04-20 21:20:50,USR18191,MER1261,Wallet,Insurance,1112.08,Success,Hyderabad,Android,0
TXN115768,2025-04-20 22:14:54,USR14768,MER1267,UPI,Grocery,284.55,Success,Hyderabad,iOS,0
TXN123887,2025-04-20 22:16:28,USR10456,MER1410,UPI,Recharge,173.9,Success,Bengaluru,Android,0
TXN108191,2025-04-20 23:12:03,USR16030,MER1496,Card,Food Delivery,88.75,Failed,Lucknow,Android,0
TXN111914,2025-04-20 23:43:20,USR14413,MER1374,Netbanking,Fuel,207.72,Success,Lucknow,Web,0
TXN122143,2025-04-21 01:14:14,USR18767,MER1097,UPI,Food Delivery,234.05,Success,Kolkata,Android,0
TXN124351,2025-04-21 07:13:39,USR19614,MER1488,UPI,Bill Payment,141.96,Success,Mumbai,Android,0
TXN103392,2025-04-21 07:14:22,USR16101,USR11605,Wallet,P2P Transfer,299.43,Success,Jaipur,Android,0
TXN100727,2025-04-21 07:19:13,USR10444,MER1453,Wallet,Entertainment,32.3,Success,Pune,Android,0
TXN119879,2025-04-21 07:38:21,USR19968,MER1121,UPI,Grocery,68.74,Success,Bengaluru,iOS,0
TXN115548,2025-04-21 07:38:57,USR16897,MER1188,UPI,Bill Payment,656.44,Success,Kolkata,iOS,0
TXN110430,2025-04-21 07:40:12,USR15031,MER1062,UPI,Shopping,117.03,Success,Hyderabad,Android,0
TXN111471,2025-04-21 08:03:39,USR13623,MER1065,Netbanking,Food Delivery,520.95,Success,Kolkata,Android,0
TXN122098,2025-04-21 08:05:10,USR19815,MER1251,UPI,Food Delivery,307.18,Success,Mumbai,Android,0
TXN114497,2025-04-21 08:51:15,USR17684,MER1160,UPI,Food Delivery,57.52,Success,Jaipur,Android,0
TXN113476,2025-04-21 08:54:44,USR10162,MER1372,Wallet,Fuel,108.35,Success,Hyderabad,Web,0
TXN112834,2025-04-21 09:02:18,USR12587,MER1102,UPI,Travel,702.33,Success,Chennai,Android,0
TXN122040,2025-04-21 09:10:57,USR16385,MER1247,UPI,Food Delivery,117.35,Success,Bengaluru,Android,0
TXN122047,2025-04-21 09:17:56,USR19934,MER1083,Card,Shopping,2301.77,Success,Pune,Android,0
TXN113390,2025-04-21 09:43:53,USR16799,MER1146,UPI,Travel,330.99,Success,Chennai,iOS,0
TXN108668,2025-04-21 10:08:40,USR12981,MER1042,Card,Bill Payment,288.7,Success,Jaipur,Android,0
TXN108929,2025-04-21 10:10:14,USR15206,MER1399,UPI,Entertainment,56.23,Success,Pune,Android,0
TXN115152,2025-04-21 10:33:33,USR14910,MER1001,UPI,Insurance,287.51,Success,Pune,iOS,0
TXN116876,2025-04-21 10:45:57,USR17596,MER1336,UPI,Recharge,265.07,Success,Pune,iOS,0
TXN118707,2025-04-21 11:00:03,USR16513,MER1016,Card,Fuel,351.33,Failed,Hyderabad,Android,0
TXN121976,2025-04-21 11:09:45,USR18065,MER1088,UPI,Recharge,261.98,Success,Jaipur,Android,0
TXN104851,2025-04-21 11:13:58,USR13313,USR16240,UPI,P2P Transfer,1255.88,Success,Mumbai,Android,0
TXN101700,2025-04-21 11:28:52,USR15116,MER1175,Wallet,Bill Payment,397.37,Success,Kolkata,Android,0
TXN104758,2025-04-21 11:52:44,USR19648,MER1108,Netbanking,Travel,250.44,Success,Bengaluru,Android,0
TXN100791,2025-04-21 12:23:12,USR16393,MER1139,UPI,Bill Payment,484.82,Success,Delhi,Android,0
TXN101854,2025-04-21 12:57:27,USR11858,MER1114,UPI,Bill Payment,1440.76,Success,Delhi,Android,0
TXN120488,2025-04-21 13:21:31,USR11745,MER1349,Wallet,Food Delivery,49.72,Success,Ahmedabad,iOS,0
TXN113105,2025-04-21 13:42:19,USR19220,MER1457,UPI,Recharge,79.84,Success,Chennai,Android,0
TXN112184,2025-04-21 13:46:44,USR10852,MER1274,Card,Fuel,2858.4,Success,Pune,Web,0
TXN103653,2025-04-21 14:04:28,USR18227,MER1276,UPI,Shopping,164.81,Success,Jaipur,Android,0
TXN117262,2025-04-21 14:23:23,USR15746,MER1165,Wallet,Travel,1073.26,Success,Ahmedabad,Web,0
TXN104130,2025-04-21 14:48:33,USR13705,MER1271,Wallet,Bill Payment,1013.98,Success,Kolkata,Android,0
TXN122767,2025-04-21 14:57:41,USR18484,MER1333,UPI,Grocery,158.87,Success,Pune,Android,0
TXN101146,2025-04-21 14:58:04,USR12755,MER1452,UPI,Grocery,49.15,Success,Kolkata,Android,0
TXN115799,2025-04-21 15:26:38,USR15056,MER1271,Wallet,Bill Payment,1303.99,Success,Lucknow,iOS,0
TXN115740,2025-04-21 15:27:01,USR16675,MER1472,Wallet,Insurance,467.07,Success,Hyderabad,Android,0
TXN108472,2025-04-21 15:41:38,USR16840,MER1374,UPI,Bill Payment,559.63,Success,Mumbai,Android,0
TXN113060,2025-04-21 15:58:49,USR16026,MER1287,UPI,Entertainment,114.64,Success,Bengaluru,iOS,0
TXN104515,2025-04-21 16:22:52,USR13624,USR19444,Wallet,P2P Transfer,288.55,Success,Bengaluru,Web,0
TXN108792,2025-04-21 16:32:53,USR14386,MER1062,UPI,Recharge,87.12,Success,Ahmedabad,Android,0
TXN116554,2025-04-21 16:52:16,USR10450,USR18091,UPI,P2P Transfer,678.27,Success,Lucknow,iOS,0
TXN117220,2025-04-21 16:53:27,USR18453,MER1199,Wallet,Fuel,313.8,Success,Mumbai,Android,0
TXN117761,2025-04-21 16:57:31,USR14317,MER1002,UPI,Entertainment,211.34,Success,Delhi,Android,0
TXN107971,2025-04-21 17:02:56,USR16696,MER1341,UPI,Bill Payment,250.09,Success,Kolkata,Android,0
TXN115752,2025-04-21 17:35:52,USR11789,MER1482,UPI,Recharge,206.51,Success,Jaipur,Android,0
TXN105101,2025-04-21 17:36:40,USR11978,MER1356,Wallet,Grocery,19.34,Success,Chennai,Web,0
TXN116110,2025-04-21 17:46:23,USR16065,USR12070,UPI,P2P Transfer,584.26,Success,Delhi,iOS,0
TXN124473,2025-04-21 18:04:48,USR17842,MER1445,UPI,Entertainment,75.25,Success,Bengaluru,Android,0
TXN108948,2025-04-21 18:11:25,USR12405,MER1001,Wallet,Food Delivery,227.11,Success,Ahmedabad,Android,0
TXN102144,2025-04-21 18:48:50,USR16909,USR14281,Card,P2P Transfer,1432.18,Success,Kolkata,Android,0
TXN104860,2025-04-21 18:51:34,USR16051,USR15376,Card,P2P Transfer,652.19,Failed,Chennai,Android,0
TXN118587,2025-04-21 18:54:15,USR15039,MER1220,UPI,Bill Payment,476.83,Success,Lucknow,iOS,0
TXN124651,2025-04-21 19:04:40,USR14578,MER1438,Netbanking,Grocery,84.04,Success,Mumbai,iOS,0
TXN123416,2025-04-21 19:10:19,USR11079,MER1478,Wallet,Recharge,224.26,Success,Mumbai,iOS,0
TXN105660,2025-04-21 19:24:17,USR11795,MER1021,Netbanking,Bill Payment,360.26,Success,Chennai,Android,0
TXN100227,2025-04-21 19:35:50,USR12567,MER1283,Card,Food Delivery,193.0,Success,Jaipur,iOS,0
TXN101144,2025-04-21 19:42:38,USR19148,MER1165,UPI,Shopping,903.98,Failed,Delhi,Android,0
TXN103361,2025-04-21 20:04:19,USR17581,MER1133,UPI,Insurance,625.7,Success,Mumbai,Android,0
TXN104910,2025-04-21 20:06:59,USR15667,MER1463,Netbanking,Recharge,61.43,Success,Mumbai,Android,0
TXN113567,2025-04-21 20:23:02,USR14913,MER1362,Netbanking,Travel,1028.8,Success,Jaipur,Android,0
TXN118351,2025-04-21 20:42:14,USR15114,MER1091,Netbanking,Entertainment,148.93,Success,Delhi,Android,0
TXN105157,2025-04-21 20:50:45,USR15459,MER1373,Card,Grocery,63.4,Success,Lucknow,Android,0
TXN113542,2025-04-21 21:04:11,USR15444,MER1227,Card,Grocery,81.16,Success,Hyderabad,Android,0
TXN103999,2025-04-21 21:42:30,USR19834,MER1287,UPI,Food Delivery,231.13,Success,Ahmedabad,Android,0
TXN103680,2025-04-21 21:44:05,USR17941,MER1472,UPI,Travel,1113.81,Success,Pune,Android,0
TXN115746,2025-04-21 22:46:21,USR18549,MER1347,Wallet,Bill Payment,403.25,Success,Lucknow,Android,0
TXN100620,2025-04-21 23:56:04,USR13034,MER1104,UPI,Travel,1379.91,Success,Jaipur,Android,0
